support_id,customerid,complaint_date,escalations,csat_score,issue_category,comment
355,CUST-0395,2024-04-02 20:36:47,1,3.0,Critical,Billing Issue
356,CUST-0335,2024-01-04 17:13:05,1,3.0,High,Poor Customer Service
357,CUST-0540,2025-10-06 22:09:55,1,3.0,Low,Refund Requested
358,CUST-0206,2025-11-23 03:23:12,1,4.0,Critical,Poor Customer Service
359,CUST-0358,2025-09-10 07:45:29,0,5.0,Low,Login Problem
360,CUST-0363,2022-07-07 01:14:54,1,3.0,Critical,App Crash
361,CUST-0316,2025-12-05 14:38:25,1,3.0,Critical,Poor Recommendation
362,CUST-0155,2024-12-26 16:28:12,0,4.0,Low,Subscription Issue
363,CUST-0507,2022-02-03 14:08:04,0,3.0,Low,Subscription Issue
364,CUST-0104,2025-02-18 09:20:59,0,4.0,Low,Buffering
365,CUST-0534,2025-12-23 11:06:33,1,3.0,Low,No Comment
366,CUST-0404,2025-10-23 08:12:21,0,3.0,High,Buffering
367,CUST-0163,2023-08-03 19:47:42,1,3.0,Low,Poor Customer Service
368,CUST-0187,2025-09-23 15:10:47,0,4.0,Low,Subscription Issue
369,CUST-0185,2025-04-27 07:18:07,0,3.0,Medium,App Crash
370,CUST-0258,2021-08-02 13:05:14,2,2.0,Critical,Payment Failed
371,CUST-0048,2023-05-29 17:41:49,0,5.0,High,Login Problem
372,CUST-0561,2023-09-19 09:31:41,0,5.0,Critical,Subscription Issue
373,CUST-0141,2023-07-27 00:44:29,1,3.0,Critical,Login Problem
374,CUST-0349,2025-06-02 08:42:45,1,3.0,Low,
375,CUST-0576,2024-07-04 06:39:03,1,3.0,Low,Streaming Issue
376,CUST-0065,2021-08-03 09:38:07,0,3.0,High,Streaming Issue
377,CUST-0555,2023-12-13 21:16:16,0,3.0,Medium,Poor Customer Service
378,CUST-0267,2024-09-24 19:43:37,1,3.0,Low,Subscription Issue
379,CUST-0086,2024-05-04 01:26:46,1,3.0,Low,No Comment
380,CUST-0357,2025-02-25 18:38:13,0,5.0,Medium,Payment Failed
381,CUST-0481,2024-09-17 19:01:37,0,4.0,Low,Login Problem
382,CUST-0593,2025-03-08 00:06:07,1,4.0,Critical,Billing Issue
383,CUST-0411,2025-12-26 08:16:31,0,4.0,Critical,Payment Failed
384,CUST-0087,2025-12-21 01:42:31,1,4.0,High,Subscription Issue
385,CUST-0590,2024-12-25 03:54:16,1,3.0,High,Subscription Issue
386,CUST-0447,2025-10-27 23:42:15,0,4.0,High,Buffering
387,CUST-0154,2024-03-14 06:47:36,0,4.0,High,Streaming Issue
388,CUST-0149,2021-12-14 13:18:48,0,4.0,Medium,Streaming Issue
389,CUST-0561,2025-05-17 02:22:53,0,,Critical,Billing Issue
390,CUST-0501,2023-10-21 17:34:58,1,3.0,Low,Refund Requested
391,CUST-0044,2024-12-05 12:08:35,1,3.0,High,App Crash
392,CUST-0450,2023-05-27 23:06:07,1,5.0,Critical,Billing Issue
393,CUST-0461,2022-12-24 18:15:04,0,5.0,Critical,Payment Failed
394,CUST-0284,2023-02-17 04:31:54,0,3.0,Critical,Subscription Issue
395,CUST-0501,2025-06-08 21:56:23,0,5.0,Medium,Poor Recommendation
396,CUST-0087,2020-06-23 17:01:38,1,2.0,High,Payment Failed
397,CUST-0031,2025-06-24 19:41:21,1,4.0,Low,No Comment
398,CUST-0234,2024-06-19 20:08:59,1,4.0,Medium,Buffering
399,CUST-0217,2022-09-07 03:04:14,1,3.0,Medium,Poor Customer Service
400,CUST-0041,2024-10-23 06:48:14,1,3.0,Critical,Streaming Issue
401,CUST-0401,2025-07-18 22:09:34,1,3.0,High,Poor Recommendation
402,CUST-0309,2025-09-01 20:37:53,1,,Critical,Billing Issue
403,CUST-0119,2025-04-06 19:56:55,0,4.0,High,Poor Recommendation
404,CUST-0363,2022-09-22 14:06:40,0,4.0,High,Billing Issue
405,CUST-0068,2023-08-18 01:44:16,1,5.0,Medium,Poor Customer Service
406,CUST-0308,2024-12-18 14:15:51,1,3.0,Medium,Poor Customer Service
407,CUST-0150,2022-01-19 08:28:48,0,4.0,High,Streaming Issue
408,CUST-0538,2021-07-17 08:02:38,0,4.0,Low,App Crash
409,CUST-0036,2021-09-28 10:14:54,1,3.0,High,App Crash
410,CUST-0369,2020-09-19 05:52:07,0,4.0,Low,Login Problem
411,CUST-0167,2021-11-25 13:19:42,0,4.0,High,Poor Recommendation
412,CUST-0339,2024-08-22 23:12:06,0,5.0,Low,Login Problem
413,CUST-0421,2022-05-14 05:56:18,1,2.0,Critical,No Comment
414,CUST-0006,2024-06-03 07:01:52,1,4.0,Medium,Poor Customer Service
415,CUST-0148,2023-02-09 22:51:08,1,4.0,Low,Poor Customer Service
416,CUST-0361,2024-06-05 15:37:41,0,5.0,Critical,Poor Customer Service
417,CUST-0288,2021-11-14 22:57:10,0,5.0,Medium,Buffering
418,CUST-0038,2023-03-01 06:06:11,0,4.0,Low,Streaming Issue
419,CUST-0182,2023-02-11 18:28:15,0,4.0,High,Buffering
420,CUST-0074,2024-02-02 06:54:01,1,3.0,Low,Poor Customer Service
421,CUST-0295,2024-03-16 01:25:21,0,4.0,Critical,Streaming Issue
422,CUST-0527,2020-09-02 17:21:52,1,2.0,High,Poor Recommendation
423,CUST-0225,2022-04-11 12:43:44,0,5.0,High,Buffering
424,CUST-0309,2025-07-14 10:28:20,1,3.0,Critical,No Comment
425,CUST-0418,2025-09-01 04:05:10,0,4.0,Low,Subscription Issue
426,CUST-0170,2022-05-12 15:20:41,0,5.0,Medium,Buffering
427,CUST-0248,2025-03-29 22:32:25,1,5.0,Medium,Login Problem
428,CUST-0555,2023-12-13 04:48:33,0,3.0,Medium,Poor Customer Service
429,CUST-0328,2025-08-02 18:47:43,1,2.0,Medium,Buffering
430,CUST-0361,2025-06-22 20:46:00,1,4.0,High,Login Problem
431,CUST-0068,2025-06-12 07:10:48,0,3.0,Medium,Refund Requested
432,CUST-0157,2023-10-18 17:48:54,0,5.0,Critical,Refund Requested
433,CUST-0289,2025-08-07 10:21:25,1,4.0,Critical,Buffering
434,CUST-0032,2025-05-28 14:58:47,0,4.0,Medium,No Comment
435,CUST-0336,2025-03-15 17:31:17,0,3.0,Critical,Subscription Issue
436,CUST-0103,2020-12-03 10:31:02,0,5.0,High,Subscription Issue
437,CUST-0031,2025-12-01 12:23:32,0,5.0,High,Subscription Issue
438,CUST-0396,2023-10-23 16:00:55,1,4.0,High,Payment Failed
439,CUST-0308,2025-06-30 05:00:40,0,4.0,Critical,Refund Requested
440,CUST-0595,2024-02-15 09:16:05,0,4.0,Low,Poor Recommendation
441,CUST-0284,2022-10-29 03:52:04,1,5.0,Low,
442,CUST-0397,2024-05-20 21:10:16,0,4.0,Critical,Billing Issue
443,CUST-0036,2023-06-27 22:47:30,0,5.0,Medium,Streaming Issue
444,CUST-0344,2024-10-03 23:47:08,1,3.0,Critical,Login Problem
445,CUST-0160,2024-04-30 23:16:30,2,2.0,Medium,No Comment
446,CUST-0589,2023-06-06 01:39:16,1,3.0,Critical,Poor Customer Service
447,CUST-0565,2023-02-27 21:27:38,0,5.0,Low,Refund Requested
448,CUST-0450,2023-10-18 02:17:52,0,3.0,Low,Poor Customer Service
449,CUST-0555,2025-06-08 22:13:30,1,3.0,Low,No Comment
450,CUST-0430,2025-05-05 02:16:28,1,5.0,Medium,Poor Recommendation
451,CUST-0297,2025-12-15 17:24:53,0,5.0,Low,App Crash
452,CUST-0575,2020-10-04 08:17:42,1,2.0,Medium,Streaming Issue
453,CUST-0020,2022-12-18 08:08:06,0,4.0,Medium,Login Problem
454,CUST-0463,2025-01-04 02:49:07,1,3.0,High,
455,CUST-0206,2024-07-13 13:41:53,0,5.0,Critical,Billing Issue
456,CUST-0417,2022-12-09 12:24:34,0,4.0,Low,Billing Issue
457,CUST-0340,2025-09-05 11:06:16,1,4.0,High,Poor Recommendation
458,CUST-0027,2024-11-13 23:36:42,0,3.0,Low,Billing Issue
459,CUST-0375,2024-05-22 20:09:59,1,3.0,High,Streaming Issue
460,CUST-0084,2025-03-15 23:56:42,1,4.0,Low,Buffering
461,CUST-0365,2021-05-31 20:18:23,1,3.0,High,Poor Recommendation
462,CUST-0011,2022-11-03 23:01:34,0,3.0,Low,Login Problem
463,CUST-0269,2023-04-13 16:40:05,0,4.0,Medium,Subscription Issue
464,CUST-0049,2025-09-12 18:41:16,0,5.0,Medium,Poor Customer Service
465,CUST-0400,2024-05-04 17:21:14,0,4.0,Medium,Poor Recommendation
466,CUST-0219,2025-03-30 12:18:55,0,,High,Poor Customer Service
467,CUST-0284,2023-11-17 10:31:04,0,5.0,High,Billing Issue
468,CUST-0478,2024-02-22 04:39:53,0,5.0,Critical,Streaming Issue
469,CUST-0365,2022-10-14 17:33:51,0,4.0,High,Poor Customer Service
470,CUST-0371,2025-11-11 15:23:23,0,4.0,High,Streaming Issue
471,CUST-0105,2025-11-11 08:17:52,1,2.0,Critical,Billing Issue
472,CUST-0415,2023-12-08 09:22:26,1,2.0,Critical,Poor Recommendation
473,CUST-0051,2025-12-29 06:02:03,1,,Critical,Payment Failed
474,CUST-0223,2024-03-29 00:38:37,0,3.0,Low,Subscription Issue
475,CUST-0352,2025-06-17 10:42:26,1,2.0,Low,Billing Issue
476,CUST-0095,2024-02-22 05:41:13,1,,Critical,Billing Issue
477,CUST-0560,2023-11-20 23:49:34,2,2.0,Critical,
478,CUST-0013,2023-05-26 00:36:59,0,5.0,High,Poor Customer Service
479,CUST-0313,2025-01-06 15:03:12,0,4.0,High,App Crash
480,CUST-0218,2025-07-01 22:42:30,0,4.0,Critical,Streaming Issue
481,CUST-0164,2025-07-31 07:26:58,0,5.0,High,App Crash
482,CUST-0394,2025-05-07 12:16:22,1,3.0,High,
483,CUST-0458,2025-03-28 11:57:20,0,4.0,Low,Poor Recommendation
484,CUST-0062,2024-04-12 10:41:38,0,3.0,Low,Billing Issue
485,CUST-0154,2024-01-27 23:08:42,1,4.0,Medium,Refund Requested
486,CUST-0072,2025-03-04 22:12:03,1,3.0,High,Payment Failed
487,CUST-0310,2024-02-25 13:48:14,0,5.0,Critical,Streaming Issue
488,CUST-0095,2025-09-22 13:09:55,1,2.0,Critical,App Crash
489,CUST-0515,2024-11-10 02:35:49,1,3.0,High,Login Problem
490,CUST-0177,2025-05-22 05:38:25,0,5.0,Low,Billing Issue
491,CUST-0009,2025-10-11 05:30:24,1,3.0,Critical,
492,CUST-0425,2024-09-14 05:30:12,0,,Low,App Crash
493,CUST-0598,2023-12-10 12:49:55,0,4.0,Medium,Refund Requested
494,CUST-0331,2024-12-02 19:24:16,0,3.0,Low,Subscription Issue
495,CUST-0198,2025-04-25 18:36:19,1,4.0,Medium,Refund Requested
496,CUST-0160,2023-02-03 15:17:49,3,2.0,High,Login Problem
497,CUST-0344,2022-08-30 10:22:21,1,3.0,Low,Payment Failed
498,CUST-0336,2023-05-31 15:29:49,1,3.0,Low,Payment Failed
499,CUST-0174,2020-03-18 23:18:55,0,5.0,Medium,Streaming Issue
500,CUST-0007,2025-08-31 23:57:26,0,4.0,Medium,Buffering
501,CUST-0589,2025-10-22 12:47:30,1,3.0,Critical,Poor Customer Service
502,CUST-0128,2023-01-03 08:34:08,0,5.0,Critical,Refund Requested
503,CUST-0163,2025-06-25 23:33:09,1,2.0,Critical,App Crash
504,CUST-0413,2023-02-18 22:43:19,1,2.0,High,Poor Recommendation
505,CUST-0093,2025-11-13 21:45:06,0,5.0,Low,Subscription Issue
506,CUST-0237,2025-04-20 13:00:36,1,5.0,Low,Login Problem
507,CUST-0092,2024-07-09 03:40:46,0,4.0,High,Billing Issue
508,CUST-0488,2025-08-01 14:01:58,1,2.0,Low,App Crash
509,CUST-0501,2025-01-17 07:00:03,1,4.0,Medium,Buffering
510,CUST-0458,2024-11-05 12:21:11,0,4.0,High,Refund Requested
511,CUST-0574,2023-03-02 16:34:46,1,3.0,Critical,
512,CUST-0479,2025-11-07 13:06:33,1,3.0,Low,Subscription Issue
513,CUST-0569,2022-07-20 07:01:38,0,3.0,Medium,No Comment
514,CUST-0032,2025-08-23 13:52:33,2,2.0,High,No Comment
515,CUST-0067,2025-11-20 18:39:18,0,,Critical,App Crash
516,CUST-0537,2025-02-08 01:25:20,0,4.0,Critical,Buffering
517,CUST-0121,2021-06-07 04:22:11,0,3.0,High,App Crash
518,CUST-0036,2021-09-28 00:23:43,1,3.0,High,App Crash
519,CUST-0003,2025-10-19 04:07:22,0,4.0,Medium,Refund Requested
520,CUST-0458,2024-09-20 16:55:41,0,4.0,High,Subscription Issue
521,CUST-0154,2025-08-30 04:24:09,1,3.0,Critical,Poor Customer Service
522,CUST-0524,2024-04-09 15:24:49,1,4.0,Critical,App Crash
523,CUST-0308,2025-04-07 01:04:59,1,3.0,High,
524,CUST-0194,2023-12-23 18:49:39,1,5.0,Low,Poor Customer Service
525,CUST-0043,2024-12-26 01:20:01,3,2.0,Critical,App Crash
526,CUST-0337,2022-06-25 09:40:41,1,3.0,Low,Poor Customer Service
527,CUST-0058,2024-11-07 06:57:57,1,2.0,Medium,App Crash
528,CUST-0380,2021-10-22 01:08:00,1,5.0,Low,Buffering
529,CUST-0403,2024-10-29 06:32:55,1,5.0,Critical,Buffering
530,CUST-0175,2025-02-28 19:47:45,1,5.0,Critical,Subscription Issue
531,CUST-0585,2025-02-28 00:02:30,0,4.0,Medium,Login Problem
532,CUST-0414,2023-05-31 05:37:43,0,4.0,Critical,Login Problem
533,CUST-0165,2020-10-16 11:59:10,0,4.0,Low,Subscription Issue
534,CUST-0247,2025-11-08 00:47:00,3,2.0,Medium,Login Problem
535,CUST-0141,2025-07-17 22:18:27,1,3.0,Low,Buffering
536,CUST-0390,2025-03-14 20:30:07,0,4.0,Low,Payment Failed
537,CUST-0235,2025-06-23 02:31:01,3,2.0,Low,Billing Issue
538,CUST-0539,2024-05-28 23:30:06,1,4.0,Critical,App Crash
539,CUST-0156,2024-02-24 16:30:18,1,3.0,Low,Buffering
540,CUST-0070,2025-09-15 05:44:53,0,4.0,High,Poor Customer Service
541,CUST-0146,2025-10-28 22:10:08,1,3.0,Critical,Billing Issue
542,CUST-0342,2021-09-20 04:07:47,1,4.0,Critical,Refund Requested
543,CUST-0077,2023-04-02 02:53:19,0,4.0,Low,Buffering
544,CUST-0548,2026-04-08 13:54:53,1,2.0,High,Poor Recommendation
545,CUST-0508,2022-01-29 05:51:49,0,4.0,Critical,Login Problem
546,CUST-0007,2025-01-29 22:41:10,1,2.0,Low,Login Problem
547,CUST-0496,2022-10-03 20:00:05,1,3.0,Medium,Payment Failed
548,CUST-0265,2021-01-17 00:35:29,0,5.0,Medium,Refund Requested
549,CUST-0344,2025-10-07 07:44:41,0,3.0,Low,No Comment
550,CUST-0342,2021-09-15 09:41:53,2,2.0,Critical,App Crash
551,CUST-0590,2023-09-24 05:13:08,1,3.0,High,Billing Issue
552,CUST-0252,2024-05-11 13:09:49,0,3.0,Medium,App Crash
553,CUST-0040,2025-10-13 14:38:50,1,3.0,Critical,Poor Customer Service
554,CUST-0477,2025-09-23 06:04:51,1,5.0,High,Poor Customer Service
555,CUST-0580,2023-04-16 00:28:57,0,4.0,High,App Crash
556,CUST-0177,2022-01-14 01:15:11,1,3.0,Low,Buffering
557,CUST-0348,2025-01-15 17:43:24,0,3.0,Low,App Crash
558,CUST-0551,2023-03-13 08:07:24,1,3.0,Medium,
559,CUST-0079,2021-04-18 13:31:14,1,4.0,High,Billing Issue
560,CUST-0130,2024-04-14 15:57:06,0,3.0,Medium,Buffering
561,CUST-0421,2023-07-16 03:33:25,0,4.0,High,Payment Failed
562,CUST-0195,2023-05-12 03:47:04,0,5.0,Medium,Subscription Issue
563,CUST-0523,2023-09-29 21:15:33,0,5.0,Critical,Poor Recommendation
564,CUST-0319,2025-12-14 04:44:24,1,5.0,Low,App Crash
565,CUST-0349,2022-12-25 22:58:41,1,3.0,Critical,Poor Recommendation
566,CUST-0073,2025-08-10 09:55:23,0,3.0,Low,Login Problem
567,CUST-0264,2025-10-06 21:24:31,1,3.0,High,Buffering
568,CUST-0144,2022-02-21 18:45:42,2,,Low,Refund Requested
569,CUST-0063,2024-09-23 14:00:26,1,5.0,Medium,Billing Issue
570,CUST-0567,2025-01-05 06:13:39,0,4.0,Medium,App Crash
571,CUST-0502,2025-11-21 03:32:47,0,5.0,High,Poor Customer Service
572,CUST-0253,2025-08-20 03:25:47,1,2.0,Critical,Billing Issue
573,CUST-0434,2023-02-09 17:52:26,1,3.0,Medium,Poor Customer Service
574,CUST-0366,2025-02-11 18:49:52,3,2.0,Low,Streaming Issue
575,CUST-0165,2020-05-18 23:54:37,1,3.0,Critical,No Comment
576,CUST-0210,2025-12-09 15:38:16,1,3.0,Low,
577,CUST-0216,2025-08-26 10:29:35,0,4.0,Critical,Streaming Issue
578,CUST-0318,2020-12-26 10:23:51,1,4.0,Medium,Refund Requested
579,CUST-0031,2025-09-07 21:24:47,0,5.0,Low,Buffering
580,CUST-0311,2024-12-23 03:35:22,0,3.0,Critical,Refund Requested
581,CUST-0117,2026-01-09 12:16:29,1,4.0,Critical,Poor Recommendation
582,CUST-0295,2023-12-06 05:41:44,0,4.0,Critical,Payment Failed
583,CUST-0570,2025-02-09 18:46:35,3,2.0,High,
584,CUST-0528,2024-05-27 11:57:24,0,4.0,Low,Billing Issue
585,CUST-0329,2025-04-24 17:30:10,2,,Critical,Poor Customer Service
586,CUST-0214,2025-01-15 10:41:08,1,2.0,Critical,Refund Requested
587,CUST-0485,2023-02-07 00:43:02,2,,High,Poor Customer Service
588,CUST-0491,2025-05-05 19:35:19,0,4.0,Low,Buffering
589,CUST-0367,2025-02-13 03:34:31,0,3.0,Low,Streaming Issue
590,CUST-0442,2022-06-13 14:18:58,0,5.0,Low,
591,CUST-0070,2025-10-12 13:31:19,1,4.0,Medium,Payment Failed
592,CUST-0141,2023-10-02 20:52:48,1,3.0,High,App Crash
593,CUST-0373,2022-12-17 22:23:14,1,3.0,High,Billing Issue
594,CUST-0122,2023-09-05 07:38:26,3,2.0,Medium,No Comment
595,CUST-0423,2025-04-16 01:58:02,2,2.0,Medium,Subscription Issue
596,CUST-0209,2023-07-28 18:40:42,1,3.0,Low,Subscription Issue
597,CUST-0044,2025-01-22 02:16:13,0,4.0,Low,No Comment
598,CUST-0568,2023-11-20 19:18:23,2,,Critical,Poor Customer Service
599,CUST-0212,2024-02-29 19:46:39,1,4.0,Low,Buffering
600,CUST-0012,2025-04-28 18:07:15,1,3.0,Low,No Comment
601,CUST-0006,2025-05-10 23:48:57,1,3.0,Critical,
602,CUST-0223,2026-07-31 20:42:42,1,4.0,High,Refund Requested
603,CUST-0003,2025-03-07 18:06:13,1,4.0,Critical,Poor Customer Service
604,CUST-0263,2022-09-19 10:44:47,2,,Critical,Poor Customer Service
605,CUST-0277,2023-06-30 03:21:53,0,4.0,High,App Crash
606,CUST-0202,2020-10-23 05:12:32,0,5.0,Medium,App Crash
607,CUST-0322,2023-09-06 07:09:17,0,3.0,Low,Poor Customer Service
608,CUST-0428,2025-12-30 21:45:47,0,3.0,Low,Refund Requested
609,CUST-0115,2024-12-17 00:53:26,0,4.0,Critical,Poor Customer Service
610,CUST-0229,2020-06-26 06:59:48,0,4.0,Critical,App Crash
611,CUST-0528,2025-02-25 08:55:38,0,,Medium,Streaming Issue
612,CUST-0047,2022-04-15 01:52:16,0,3.0,High,Refund Requested
613,CUST-0192,2025-10-08 13:32:03,0,4.0,Low,Buffering
614,CUST-0361,2024-08-04 10:01:57,0,4.0,Medium,Subscription Issue
615,CUST-0112,2025-04-29 05:46:10,0,,Critical,Subscription Issue
616,CUST-0290,2022-07-06 08:22:27,1,3.0,High,No Comment
617,CUST-0452,2025-08-23 03:56:38,1,2.0,Critical,Billing Issue
618,CUST-0029,2025-10-24 18:06:17,0,4.0,Medium,Payment Failed
619,CUST-0390,2023-07-08 17:20:27,1,4.0,High,No Comment
620,CUST-0191,2024-11-18 22:11:43,0,5.0,Low,No Comment
621,CUST-0390,2025-03-27 18:44:16,1,3.0,Low,App Crash
622,CUST-0320,2025-03-09 16:23:25,3,2.0,High,Payment Failed
623,CUST-0144,2025-05-06 09:42:29,0,,Medium,Poor Recommendation
624,CUST-0462,2023-07-27 09:32:58,0,4.0,Low,App Crash
625,CUST-0266,2023-05-13 22:34:42,0,5.0,Medium,Refund Requested
626,CUST-0011,2020-05-05 01:41:42,1,4.0,Medium,Subscription Issue
627,CUST-0459,2025-03-16 03:55:09,0,5.0,High,Streaming Issue
628,CUST-0106,2024-03-24 22:48:11,1,4.0,Low,No Comment
629,CUST-0099,2025-06-07 07:34:59,0,4.0,Low,Poor Customer Service
630,CUST-0133,2025-01-29 03:03:50,0,4.0,Critical,Subscription Issue
631,CUST-0441,2025-04-18 03:28:42,0,4.0,High,No Comment
632,CUST-0189,2023-06-18 04:00:38,0,4.0,High,
633,CUST-0574,2022-05-09 15:32:57,2,2.0,Critical,Streaming Issue
634,CUST-0185,2025-04-27 08:29:06,0,3.0,Medium,App Crash
635,CUST-0237,2024-12-24 15:02:11,1,3.0,Medium,Refund Requested
636,CUST-0275,2025-02-09 12:00:20,1,4.0,High,Refund Requested
637,CUST-0597,2025-10-28 11:39:43,2,2.0,Low,Poor Recommendation
638,CUST-0424,2025-07-05 08:48:26,2,2.0,Medium,No Comment
639,CUST-0036,2020-07-25 23:38:23,0,4.0,Critical,Poor Customer Service
640,CUST-0288,2021-03-29 10:33:06,0,3.0,High,Buffering
641,CUST-0493,2024-12-20 05:28:17,0,4.0,High,Login Problem
642,CUST-0125,2024-01-23 11:10:19,0,,Medium,Refund Requested
643,CUST-0583,2025-04-15 10:53:52,0,4.0,High,Refund Requested
644,CUST-0555,2024-02-29 23:24:24,1,2.0,Medium,Billing Issue
645,CUST-0018,2021-06-02 12:32:12,0,,Critical,Subscription Issue
646,CUST-0464,2022-10-12 22:48:23,0,4.0,Critical,Billing Issue
647,CUST-0308,2025-01-03 22:52:52,0,4.0,Critical,Refund Requested
648,CUST-0408,2024-06-14 10:39:10,0,4.0,Low,Payment Failed
649,CUST-0527,2020-04-23 01:23:41,1,3.0,Medium,Payment Failed
650,CUST-0343,2023-01-19 05:11:48,0,5.0,Critical,Poor Recommendation
